TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,TransactionHour,TransactionWeekday,IsNightTransaction,HighTransactionAmount,HighLoginAttempts,LowAccountBalance,TransactionAmountToBalanceRatio,is_fraud_predicted
TX000545,AC00145,377.12,2023-08-14 17:12:27,1,15,D000321,112.56.160.202,M049,0,34,1,61,1,836.67,2024-11-04 08:11:40,-38674753.0,17,0,0,0,0,0,0.4502011531987537,0
TX000546,AC00045,204.56,2023-09-11 17:51:17,0,36,D000094,44.197.126.59,M013,1,18,3,179,1,364.72,2024-11-04 08:10:26,-36253149.0,17,0,0,0,0,0,0.5593350103904626,0
TX000547,AC00005,420.28,2023-05-17 17:28:25,1,42,D000677,110.150.1.201,M002,1,35,0,144,1,8557.32,2024-11-04 08:09:01,-46363236.0,17,2,0,0,0,0,0.04910776881444021,0
TX000548,AC00456,97.09,2023-04-10 18:26:56,1,13,D000164,221.206.44.63,M052,0,24,3,202,4,1579.57,2024-11-04 08:06:33,-49556377.0,18,0,0,0,1,0,0.0614272066406423,0
TX000549,AC00041,124.59,2023-05-05 17:32:18,1,5,D000037,85.239.236.80,M025,1,27,3,171,1,129.29,2024-11-04 08:09:21,-47399823.0,17,4,0,0,0,0,0.9562514390973982,0
TX000550,AC00257,73.88,2023-01-02 16:27:18,1,5,D000611,142.148.226.178,M015,2,39,0,34,1,6474.41,2024-11-04 08:09:09,-58030911.0,16,0,0,0,0,0,0.011409316166852755,0
TX000551,AC00356,77.43,2023-01-19 16:11:12,1,33,D000403,100.137.90.188,M047,2,21,3,169,1,1380.21,2024-11-04 08:06:33,-56562921.0,16,3,0,0,0,0,0.056059541995786305,0
TX000552,AC00465,106.16,2023-04-14 17:21:48,1,31,D000673,48.89.167.189,M098,0,56,0,277,4,7487.79,2024-11-04 08:08:51,-49214823.0,17,4,0,0,1,0,0.014175854844374057,0
TX000553,AC00158,245.93,2023-06-06 18:53:35,1,14,D000096,219.98.242.240,M054,1,54,1,172,1,7986.63,2024-11-04 08:11:58,-44630303.0,18,1,0,0,0,0,0.030788857270554595,0
TX000554,AC00086,622.41,2023-12-11 16:57:41,1,16,D000680,134.222.122.238,M100,0,64,0,125,1,7322.01,2024-11-04 08:07:48,-28393807.0,16,0,0,0,0,0,0.08499373891337031,0
TX000555,AC00322,43.73,2023-04-03 16:43:29,1,29,D000631,194.88.79.54,M011,0,34,0,145,1,9929.43,2024-11-04 08:10:33,-50167624.0,16,0,0,0,0,0,0.0044036360963221124,0
TX000556,AC00433,1282.86,2023-05-15 16:52:40,1,2,D000388,62.251.170.72,M070,1,19,3,68,1,1830.98,2024-11-04 08:07:32,-46538092.0,16,0,0,1,0,0,0.7002587364490878,0
TX000557,AC00083,2.03,2024-01-01 16:07:05,0,11,D000271,112.86.148.212,M012,0,33,1,28,1,3012.31,2024-11-04 08:08:50,-26582505.0,16,0,0,0,0,0,0.0006736777829031861,0
TX000558,AC00402,770.65,2023-07-05 17:49:26,1,17,D000119,161.161.26.115,M016,2,31,0,137,1,7198.8,2024-11-04 08:09:01,-42128375.0,17,2,0,0,0,0,0.10703769549154142,0
TX000559,AC00317,260.31,2023-02-28 16:46:55,1,2,D000404,195.226.203.234,M065,1,63,0,113,1,10980.38,2024-11-04 08:12:03,-53105108.0,16,1,0,0,0,0,0.02370467099763418,0
TX000560,AC00030,356.1,2023-10-25 16:13:39,0,13,D000441,167.164.55.0,M043,1,26,3,187,1,868.35,2024-11-04 08:11:02,-32457443.0,16,2,0,0,0,0,0.4096163800540634,0
TX000561,AC00114,27.07,2023-03-06 17:39:01,0,41,D000046,52.169.116.164,M004,1,80,2,39,1,3773.29,2024-11-04 08:09:57,-52583456.0,17,0,0,0,0,0,0.0071722098725853075,0
TX000562,AC00301,119.89,2023-12-19 17:11:31,1,40,D000013,166.79.195.157,M004,0,67,0,60,1,6697.77,2024-11-04 08:09:02,-27701851.0,17,1,0,0,0,0,0.01789731547731897,0
TX000563,AC00216,106.39,2023-02-13 18:42:09,1,41,D000485,211.42.9.0,M003,2,37,0,281,1,9410.99,2024-11-04 08:10:32,-54394103.0,18,0,0,0,0,0,0.01130366691847314,0
TX000564,AC00223,12.04,2023-11-15 16:08:52,1,13,D000535,31.127.129.152,M053,2,37,1,58,1,6213.32,2024-11-04 08:08:25,-30643173.0,16,2,0,0,0,0,0.0019374605749301612,0
TX000565,AC00413,365.7,2023-01-27 16:35:40,1,15,D000051,81.248.235.147,M045,1,21,3,115,2,368.78,2024-11-04 08:10:17,-55870477.0,16,4,0,0,0,0,0.9889664124614637,0
TX000566,AC00086,29.38,2023-02-15 16:30:09,0,3,D000053,139.23.212.102,M064,1,28,3,63,1,1663.31,2024-11-04 08:11:08,-54229259.0,16,2,0,0,0,0,0.017652961287260186,0
TX000567,AC00216,319.85,2023-07-26 16:44:22,1,10,D000589,219.31.152.129,M083,0,60,0,148,1,711.66,2024-11-04 08:07:45,-40317803.0,16,2,0,0,0,0,0.4488114949625348,0
TX000568,AC00240,350.14,2023-03-24 18:50:42,0,20,D000182,161.168.126.136,M048,2,75,2,38,1,2403.25,2024-11-04 08:08:40,-51023878.0,18,4,0,0,0,0,0.14563377352604762,0
TX000569,AC00298,163.94,2023-08-03 18:49:37,0,41,D000352,154.48.233.165,M041,1,52,2,73,1,5957.37,2024-11-04 08:09:51,-39619214.0,18,3,0,0,0,0,0.02751423627602851,0
TX000570,AC00460,170.53,2023-02-06 18:59:44,1,28,D000140,158.135.64.240,M089,1,24,3,58,1,801.01,2024-11-04 08:09:49,-54997805.0,18,0,0,0,0,0,0.2126282714679368,0
TX000571,AC00424,262.22,2023-07-13 17:48:24,0,3,D000006,177.116.108.246,M080,0,40,1,136,1,5711.71,2024-11-04 08:12:12,-41437428.0,17,3,0,0,0,0,0.04590115724411007,0
TX000572,AC00434,41.49,2023-04-24 16:47:20,1,0,D000422,32.71.250.58,M027,2,24,3,13,1,928.33,2024-11-04 08:12:03,-48353083.0,16,0,0,0,0,0,0.04464506687613657,0
TX000573,AC00471,121.43,2023-03-21 16:20:33,0,34,D000244,171.101.134.74,M062,1,52,1,243,1,7365.28,2024-11-04 08:07:28,-51292015.0,16,1,0,0,0,0,0.01648457566098492,0
TX000574,AC00461,350.46,2023-12-08 16:16:02,1,26,D000079,152.234.65.155,M023,1,51,2,165,1,5839.38,2024-11-04 08:06:32,-28655430.0,16,4,0,0,0,0,0.060006369448563274,0
TX000575,AC00188,220.41,2023-09-04 16:42:49,0,12,D000574,133.223.159.151,M059,2,26,1,155,1,5116.98,2024-11-04 08:10:04,-36862035.0,16,0,0,0,0,0,0.043065818936377245,0
TX000576,AC00013,33.46,2023-02-20 16:52:03,1,39,D000617,189.248.139.91,M003,0,72,2,111,1,3641.07,2024-11-04 08:09:12,-53795829.0,16,0,0,0,0,0,0.009187083169735892,0
TX000577,AC00345,104.79,2023-08-07 16:06:32,1,10,D000531,80.247.6.83,M039,0,70,0,223,1,1352.19,2024-11-04 08:10:07,-39283415.0,16,0,0,0,0,0,0.07743923617525994,0
TX000578,AC00013,246.27,2023-12-27 16:48:30,1,14,D000102,144.91.150.133,M058,2,29,0,141,1,7299.86,2024-11-04 08:10:57,-27012147.0,16,2,0,0,0,0,0.03373164257361462,0
TX000579,AC00296,48.85,2023-12-08 16:45:12,1,9,D000645,68.254.244.208,M049,0,19,3,176,1,1503.56,2024-11-04 08:07:15,-28653723.0,16,4,0,0,0,0,0.03246796405593662,0
TX000580,AC00192,332.0,2023-04-27 16:27:41,1,5,D000101,197.23.128.119,M038,0,69,2,17,1,5943.13,2024-11-04 08:07:03,-48094762.0,16,3,0,0,0,0,0.05585342177913336,0
TX000581,AC00378,118.1,2023-10-31 16:49:13,1,22,D000023,110.243.14.36,M071,2,54,1,167,1,895.66,2024-11-04 08:09:14,-31936801.0,16,1,0,0,0,0,0.13171101643878394,0
TX000582,AC00205,84.59,2023-04-19 16:54:46,0,19,D000560,152.140.239.181,M004,1,67,0,10,1,5669.1,2024-11-04 08:07:12,-48784346.0,16,2,0,0,0,0,0.01491860813742262,0
TX000583,AC00475,295.64,2023-12-14 17:31:18,1,17,D000225,170.225.23.251,M021,2,21,3,82,1,1061.96,2024-11-04 08:10:41,-28132763.0,17,3,0,0,0,0,0.2781289982689847,0
TX000584,AC00022,514.33,2023-06-02 16:27:08,1,30,D000478,218.54.207.160,M017,1,25,3,160,1,1592.94,2024-11-04 08:12:17,-44984709.0,16,4,0,0,0,0,0.3226783944188614,0
TX000585,AC00150,992.17,2023-02-27 18:23:11,1,35,D000205,90.111.245.138,M007,0,43,0,169,1,6215.96,2024-11-04 08:12:19,-53185748.0,18,0,0,1,0,0,0.15959086112826848,0
TX000586,AC00362,94.59,2023-12-01 17:04:00,1,42,D000270,47.82.77.181,M085,2,39,0,34,1,6171.89,2024-11-04 08:10:37,-29257597.0,17,4,0,0,0,0,0.01532345465414093,0
TX000587,AC00170,80.43,2023-01-04 16:09:43,1,8,D000483,157.47.114.20,M014,1,59,2,157,1,5987.67,2024-11-04 08:08:18,-57859115.0,16,2,0,0,0,0,0.01343036099835189,0
TX000588,AC00429,54.25,2023-07-31 16:51:50,1,41,D000353,51.250.122.123,M042,2,68,0,37,1,14783.33,2024-11-04 08:08:53,-39885423.0,16,0,0,0,0,0,0.0036694256689346087,0
TX000589,AC00418,178.88,2023-06-19 17:31:08,0,9,D000101,38.210.156.148,M026,1,76,2,93,4,4708.29,2024-11-04 08:12:10,-43512062.0,17,0,0,0,1,0,0.03798449447793616,0
TX000590,AC00144,518.85,2023-10-23 18:37:47,1,18,D000100,73.54.203.165,M038,2,22,3,82,1,1806.0,2024-11-04 08:06:37,-32621330.0,18,0,0,0,0,0,0.28713337022689545,0
TX000591,AC00449,10.65,2023-04-24 16:24:49,1,21,D000484,38.166.40.246,M081,2,54,0,161,1,13240.72,2024-11-04 08:10:21,-48354332.0,16,0,0,0,0,0,0.0008042761816440766,0
TX000592,AC00057,198.62,2023-05-15 16:19:14,0,40,D000378,97.4.209.133,M079,1,27,3,84,1,1196.07,2024-11-04 08:06:38,-46540044.0,16,0,0,0,0,0,0.16592179237638569,0
TX000593,AC00426,107.03,2023-03-06 18:27:13,1,24,D000628,221.23.158.87,M038,1,27,3,73,1,1408.07,2024-11-04 08:12:13,-52580700.0,18,0,0,0,0,0,0.07595790131079365,0
TX000594,AC00039,139.57,2023-11-17 17:59:11,1,13,D000222,13.30.106.126,M030,0,19,3,263,3,271.78,2024-11-04 08:07:23,-30463692.0,17,4,0,0,0,0,0.511657746169074,0
TX000595,AC00051,312.47,2023-05-02 17:24:26,1,25,D000658,207.157.126.125,M033,0,49,1,148,4,9419.27,2024-11-04 08:08:05,-47659419.0,17,1,0,0,1,0,0.03316996221976653,0
TX000596,AC00471,346.11,2023-01-04 17:00:17,1,9,D000362,130.92.201.49,M007,1,41,1,213,1,9551.64,2024-11-04 08:08:03,-57856066.0,17,2,0,0,0,0,0.03623186888650677,0
TX000597,AC00039,138.06,2023-07-25 17:21:53,1,5,D000188,113.21.93.28,M099,1,44,1,159,1,1070.47,2024-11-04 08:06:52,-40401899.0,17,1,0,0,0,0,0.12885101776064659,0
TX000598,AC00274,158.02,2023-09-20 17:09:14,1,27,D000032,60.153.124.80,M026,0,49,1,120,1,9374.24,2024-11-04 08:09:57,-35478043.0,17,2,0,0,0,0,0.01685503517776612,0
TX000599,AC00095,830.01,2023-07-21 16:43:59,0,6,D000559,5.252.94.135,M071,2,66,2,96,1,4253.18,2024-11-04 08:11:27,-40750048.0,16,4,0,0,0,0,0.19510457949593105,0
TX000600,AC00211,435.5,2023-05-15 18:41:05,1,28,D000461,10.191.172.154,M008,0,55,2,112,1,6981.03,2024-11-04 08:09:40,-46531715.0,18,0,0,0,0,0,0.062374409734704664,0
TX000601,AC00184,110.49,2023-10-31 17:06:47,1,33,D000449,187.52.200.18,M068,2,57,0,48,1,10483.93,2024-11-04 08:12:20,-31935933.0,17,1,0,0,0,0,0.010537981655576146,0
TX000602,AC00436,329.4,2023-12-25 16:30:09,1,10,D000692,104.155.121.252,M017,2,34,0,68,1,9588.07,2024-11-04 08:07:55,-27185866.0,16,0,0,0,0,0,0.03435161074014477,0
TX000603,AC00107,635.4,2023-09-19 16:55:00,1,10,D000002,215.97.143.157,M018,0,47,0,106,1,1238.11,2024-11-04 08:11:45,-35565405.0,16,1,0,0,0,0,0.5127874038624497,0
TX000604,AC00203,769.97,2023-02-16 18:56:44,1,36,D000393,24.129.74.189,M058,1,22,3,23,1,1244.93,2024-11-04 08:09:51,-54133987.0,18,3,0,0,0,0,0.6179881694798263,0
TX000605,AC00398,175.07,2023-09-04 17:46:20,1,7,D000379,147.125.143.41,M091,1,26,3,169,1,1040.25,2024-11-04 08:08:15,-36858115.0,17,0,0,0,0,0,0.1681344537815126,0
TX000606,AC00312,7.31,2023-06-26 16:04:11,1,19,D000060,160.160.113.117,M028,1,78,2,282,1,5757.67,2024-11-04 08:07:15,-42912184.0,16,0,0,0,0,0,0.0012693903279750358,0
TX000607,AC00225,175.15,2023-11-09 17:02:41,1,11,D000367,16.51.235.240,M090,0,27,3,32,1,1712.65,2024-11-04 08:09:45,-31158424.0,17,3,0,0,0,0,0.1022087357395034,0
TX000608,AC00150,32.54,2023-07-04 16:25:35,1,28,D000008,4.101.189.38,M022,2,25,3,183,4,1544.88,2024-11-04 08:07:01,-42219686.0,16,1,0,0,1,0,0.021049499314306414,0
TX000609,AC00413,121.82,2023-09-08 18:24:14,1,9,D000542,40.198.240.246,M032,2,60,0,119,1,13293.83,2024-11-04 08:11:30,-36510436.0,18,4,0,0,0,0,0.009162960338718133,0
TX000610,AC00479,56.12,2023-09-13 18:49:55,1,12,D000431,11.167.243.171,M049,0,30,0,102,1,8839.67,2024-11-04 08:09:30,-36076775.0,18,2,0,0,0,0,0.006347935167809679,0
TX000611,AC00078,424.7,2023-01-30 17:37:14,0,24,D000066,56.116.189.0,M032,2,56,2,178,1,6239.89,2024-11-04 08:08:25,-55607471.0,17,0,0,0,0,0,0.06805119141660884,0
TX000612,AC00242,35.16,2023-10-25 17:50:23,1,6,D000075,195.237.152.198,M029,1,32,1,130,1,8459.18,2024-11-04 08:10:34,-32451611.0,17,2,0,0,0,0,0.0041559399445401865,0
TX000613,AC00149,35.73,2023-06-12 16:48:03,1,24,D000693,205.69.66.135,M028,1,65,0,87,1,9073.17,2024-11-04 08:11:09,-44119386.0,16,0,0,0,0,0,0.003937550211203889,0
TX000614,AC00084,3.44,2023-01-19 17:24:30,1,13,D000389,45.64.74.86,M004,0,78,2,108,1,7561.33,2024-11-04 08:12:20,-56558870.0,17,3,0,0,0,0,0.00045488625860019334,0
TX000615,AC00466,1342.25,2023-04-28 18:11:55,0,13,D000643,28.149.72.129,M032,1,21,3,235,1,694.03,2024-11-04 08:08:00,-48002165.0,18,4,0,1,0,0,1.931211602376876,1
TX000616,AC00359,139.03,2023-08-30 18:00:09,0,20,D000359,147.125.143.41,M076,2,50,1,81,1,2276.57,2024-11-04 08:11:29,-37289480.0,18,2,0,0,0,0,0.06104312930008737,0
TX000617,AC00023,254.92,2023-09-18 16:04:06,0,35,D000088,198.24.183.157,M064,0,28,1,169,1,2791.12,2024-11-04 08:07:18,-35654592.0,16,0,0,0,0,0,0.09129980086815753,0
TX000618,AC00366,115.11,2023-05-05 17:34:22,1,0,D000632,190.164.160.79,M011,2,28,1,139,1,9808.97,2024-11-04 08:10:18,-47399756.0,17,4,0,0,0,0,0.01173398083786189,0
TX000619,AC00170,171.11,2023-05-15 16:52:24,1,37,D000172,55.154.161.250,M084,0,57,2,171,1,6324.09,2024-11-04 08:08:40,-46538176.0,16,0,0,0,0,0,0.02705257948898751,0
TX000620,AC00130,168.54,2023-02-02 16:13:13,1,28,D000467,119.105.89.125,M064,0,70,0,142,2,13406.0,2024-11-04 08:08:14,-55353301.0,16,3,0,0,0,0,0.012571044976504811,0
TX000621,AC00183,420.76,2023-02-23 16:04:35,1,24,D000329,76.0.164.168,M054,1,51,2,76,1,6581.55,2024-11-04 08:08:38,-53539443.0,16,3,0,0,0,0,0.06392051712482244,0
TX000622,AC00219,408.46,2023-03-01 16:17:46,1,33,D000669,201.95.180.152,M058,1,64,2,28,1,3140.79,2024-11-04 08:08:20,-53020234.0,16,2,0,0,0,0,0.13000868931405346,0
TX000623,AC00354,1162.42,2023-08-23 16:35:42,0,11,D000153,62.152.134.92,M009,2,30,0,45,1,10357.26,2024-11-04 08:09:09,-37899207.0,16,2,0,1,0,0,0.11222155072377021,0
TX000624,AC00290,342.17,2023-12-14 16:09:42,0,27,D000532,91.204.200.167,M033,1,21,3,247,1,461.83,2024-11-04 08:08:32,-28137530.0,16,3,0,0,0,0,0.7392995268241039,0
TX000625,AC00425,580.71,2023-09-20 16:37:48,1,30,D000203,115.30.82.168,M046,0,53,1,95,1,5670.0,2024-11-04 08:10:54,-35479986.0,16,2,0,0,0,0,0.1023999294657027,0
TX000626,AC00370,821.54,2023-08-22 18:11:16,0,1,D000142,19.111.192.175,M044,1,79,2,36,1,4040.32,2024-11-04 08:11:57,-37980041.0,18,1,0,0,0,0,0.20328506527570198,0
TX000627,AC00454,253.47,2023-06-14 17:07:08,1,1,D000388,81.248.235.147,M077,1,20,3,238,1,220.51,2024-11-04 08:08:12,-43945264.0,17,2,0,0,0,0,1.1442824251726784,0
TX000628,AC00403,22.81,2023-05-29 17:53:03,1,27,D000065,81.102.230.41,M083,2,62,2,75,1,3634.76,2024-11-04 08:07:59,-45324896.0,17,0,0,0,0,0,0.006273791449380596,0
TX000629,AC00358,266.57,2023-07-03 17:56:59,0,4,D000058,140.94.123.72,M026,2,39,1,96,1,7180.48,2024-11-04 08:07:10,-42300611.0,17,0,0,0,0,0,0.03711908965839911,0
TX000630,AC00296,374.61,2023-08-29 18:30:36,0,23,D000056,34.125.226.63,M079,2,75,2,37,1,1389.71,2024-11-04 08:11:24,-37374048.0,18,1,0,0,0,0,0.2693660072912397,0
TX000631,AC00393,339.35,2023-02-03 16:08:47,0,4,D000099,197.23.128.119,M084,0,78,2,70,1,5002.7,2024-11-04 08:08:17,-55267170.0,16,4,0,0,0,0,0.0678198133381298,0
TX000632,AC00223,810.36,2023-01-17 16:59:03,1,8,D000393,139.23.212.102,M081,0,20,3,67,1,9239.12,2024-11-04 08:07:19,-56732896.0,16,1,0,0,0,0,0.08770015973818521,0
TX000633,AC00487,9.83,2023-07-24 17:04:17,1,22,D000054,210.98.198.143,M004,0,24,3,86,1,666.42,2024-11-04 08:09:03,-40489486.0,17,0,0,0,0,0,0.014728356956638999,0
TX000634,AC00215,135.57,2023-06-14 17:17:34,0,4,D000225,147.119.62.178,M073,1,51,0,116,1,11351.64,2024-11-04 08:11:44,-43944850.0,17,2,0,0,0,0,0.01194171575950616,0
TX000635,AC00275,340.05,2023-10-27 17:26:53,1,11,D000196,163.58.140.206,M038,0,43,1,37,1,7234.15,2024-11-04 08:07:43,-32280050.0,17,4,0,0,0,0,0.04699971666102293,0
TX000636,AC00482,283.45,2023-10-17 17:24:47,1,7,D000399,128.16.32.183,M039,1,27,1,127,1,2049.51,2024-11-04 08:08:51,-33144244.0,17,1,0,0,0,0,0.13823390278516073,0
TX000637,AC00357,100.99,2023-05-29 16:20:29,1,27,D000466,109.105.179.186,M078,0,68,0,114,1,8865.27,2024-11-04 08:09:12,-45330523.0,16,0,0,0,0,0,0.011390359192760878,0
TX000638,AC00026,90.88,2023-02-20 16:48:49,1,0,D000449,196.244.194.198,M071,1,18,3,176,1,3908.47,2024-11-04 08:07:13,-53795904.0,16,0,0,0,0,0,0.023246117760207904,0
TX000639,AC00416,655.15,2023-01-02 16:22:54,1,39,D000626,11.167.243.171,M083,0,26,1,264,1,5587.44,2024-11-04 08:07:15,-58031061.0,16,0,0,0,0,0,0.11723307398844758,0
TX000640,AC00058,320.55,2023-05-01 17:11:47,1,25,D000549,199.6.127.153,M041,2,50,1,118,1,438.75,2024-11-04 08:08:14,-47746587.0,17,0,0,0,0,0,0.7289368959636158,0
TX000641,AC00170,41.51,2023-10-04 16:47:33,1,31,D000688,16.51.235.240,M084,2,28,3,48,1,609.6,2024-11-04 08:11:54,-34269861.0,16,2,0,0,0,0,0.06798231247952832,0
TX000642,AC00262,71.53,2023-10-30 16:49:25,0,17,D000420,11.188.75.155,M030,1,68,2,39,1,2393.73,2024-11-04 08:12:00,-32023355.0,16,0,0,0,0,0,0.029869755671829392,0
TX000643,AC00032,467.13,2023-09-28 17:18:26,0,18,D000025,162.151.179.167,M096,1,54,2,45,1,3914.84,2024-11-04 08:06:58,-34786112.0,17,3,0,0,0,0,0.1192924123559696,0
TX000644,AC00131,235.4,2023-09-26 17:02:25,1,11,D000141,73.108.76.238,M038,1,28,3,70,1,818.36,2024-11-04 08:10:13,-34960068.0,17,1,0,0,0,0,0.2872974028510057,0
TX000645,AC00176,159.32,2023-01-16 18:57:13,1,39,D000446,37.227.215.145,M033,1,18,3,100,1,304.44,2024-11-04 08:10:32,-56812399.0,18,0,0,0,0,0,0.5216081718177056,0
TX000646,AC00139,50.83,2023-12-18 16:06:14,0,30,D000421,190.164.160.79,M076,2,30,0,48,1,9553.42,2024-11-04 08:10:06,-27792232.0,16,0,0,0,0,0,0.00532005082464451,0
TX000647,AC00056,56.89,2023-02-03 18:03:56,0,15,D000120,31.127.129.152,M062,1,59,1,56,1,3034.67,2024-11-04 08:09:52,-55260356.0,18,4,0,0,0,0,0.018740508685067877,0
TX000648,AC00276,20.22,2023-03-10 18:26:19,1,17,D000123,170.225.23.251,M003,0,43,1,138,1,5515.32,2024-11-04 08:06:32,-52234813.0,18,4,0,0,0,0,0.003665487136351771,0
TX000649,AC00447,50.4,2023-03-27 17:02:44,1,35,D000565,44.197.126.59,M079,1,36,0,84,1,1677.01,2024-11-04 08:07:17,-50771073.0,17,0,0,0,0,0,0.030035577857104544,0
TX000650,AC00143,73.88,2023-05-08 17:42:36,1,20,D000405,134.140.85.231,M009,1,53,2,131,1,4055.55,2024-11-04 08:08:11,-47139935.0,17,0,0,0,0,0,0.0182125204915507,0
TX000651,AC00139,119.61,2023-03-14 16:21:01,1,36,D000102,99.205.173.118,M017,0,33,0,53,1,9899.94,2024-11-04 08:07:28,-51896787.0,16,1,0,0,0,0,0.012080671128195908,0
TX000652,AC00208,1241.05,2023-11-21 16:26:41,1,24,D000105,156.96.135.18,M089,1,18,3,129,1,756.74,2024-11-04 08:11:48,-30123907.0,16,1,0,1,0,0,1.6378309182569217,0
TX000653,AC00426,116.58,2023-08-31 16:38:18,1,33,D000646,20.147.6.179,M038,1,43,1,247,1,2620.74,2024-11-04 08:06:50,-37207712.0,16,3,0,0,0,0,0.04446665191819174,0
TX000654,AC00423,1919.11,2023-06-27 17:48:25,1,32,D000191,207.157.126.125,M033,0,30,0,161,1,11090.24,2024-11-04 08:10:27,-42819722.0,17,1,0,1,0,0,0.17302934568181735,0
TX000655,AC00381,391.96,2023-06-19 16:21:58,1,26,D000452,121.67.144.20,M032,0,64,2,79,1,2174.16,2024-11-04 08:06:47,-43515889.0,16,0,0,0,0,0,0.18019823829051657,0
TX000656,AC00458,156.26,2023-01-02 17:49:44,0,41,D000134,51.196.87.214,M059,1,46,1,160,1,7854.1,2024-11-04 08:09:29,-58025985.0,17,0,0,0,0,0,0.01989280849384476,0
TX000657,AC00014,427.0,2023-07-31 17:04:29,0,28,D000629,183.39.94.209,M065,1,49,1,163,1,8253.65,2024-11-04 08:07:30,-39884581.0,17,0,0,0,0,0,0.051728419739177314,0
TX000658,AC00071,443.68,2023-04-25 18:58:32,1,40,D000400,16.94.155.46,M012,0,18,3,137,1,874.15,2024-11-04 08:10:26,-48258714.0,18,1,0,0,0,0,0.5069759469805176,0
TX000659,AC00054,101.76,2023-02-20 17:27:24,1,30,D000374,78.69.172.205,M071,1,31,0,26,1,6043.25,2024-11-04 08:11:08,-53793824.0,17,0,0,0,0,0,0.016835835711626754,0
TX000660,AC00182,67.57,2023-08-17 16:44:38,1,5,D000498,165.35.58.173,M093,1,37,1,107,1,2766.12,2024-11-04 08:11:15,-38417197.0,16,3,0,0,0,0,0.02441889039868166,0
TX000661,AC00257,326.29,2023-12-06 17:10:35,1,10,D000184,6.44.165.160,M025,2,56,1,179,1,8171.26,2024-11-04 08:10:44,-28825209.0,17,2,0,0,0,0,0.03992653195077005,0
TX000662,AC00006,158.56,2023-02-28 17:28:13,1,34,D000027,218.238.171.184,M087,0,33,0,100,1,5401.21,2024-11-04 08:10:48,-53102555.0,17,1,0,0,0,0,0.029350950814574037,0
TX000663,AC00424,56.02,2023-06-19 17:50:29,1,22,D000455,81.248.235.147,M003,2,27,3,142,1,3548.02,2024-11-04 08:07:58,-43510649.0,17,0,0,0,0,0,0.015784639139818882,0
TX000664,AC00131,288.28,2023-01-17 17:11:24,1,32,D000127,191.25.177.160,M087,2,27,3,36,1,160.83,2024-11-04 08:06:33,-56732109.0,17,1,0,0,0,0,1.7813755175183832,0
TX000665,AC00133,245.67,2023-01-02 18:35:07,0,32,D000097,3.77.114.6,M088,1,24,3,107,1,752.25,2024-11-04 08:07:45,-58023158.0,18,0,0,0,0,0,0.32614669764354465,0
TX000666,AC00393,152.18,2023-08-07 16:57:22,0,20,D000637,40.244.94.218,M093,2,39,1,176,4,2459.84,2024-11-04 08:10:50,-39280408.0,16,0,0,0,1,0,0.061840672290762504,0
TX000667,AC00361,114.35,2023-11-27 16:16:19,0,12,D000264,193.221.15.59,M025,1,41,1,21,1,469.12,2024-11-04 08:10:13,-29606034.0,16,0,0,0,0,0,0.24323576959074278,0
TX000668,AC00092,373.27,2023-07-18 18:03:03,0,24,D000090,35.67.21.23,M053,2,61,0,79,1,8441.61,2024-11-04 08:06:36,-41004213.0,18,1,0,0,0,0,0.04421263092811346,0
TX000669,AC00049,504.63,2023-11-13 17:07:10,1,32,D000129,77.21.150.75,M068,2,60,1,168,1,3806.16,2024-11-04 08:07:50,-30812440.0,17,0,0,0,0,0,0.1325476207987056,0
TX000670,AC00023,126.22,2023-05-04 16:25:15,1,1,D000094,9.230.41.239,M081,0,46,1,77,4,6133.41,2024-11-04 08:07:41,-47490146.0,16,3,0,0,1,0,0.020575735889841077,0
TX000671,AC00323,820.15,2023-12-18 16:33:01,1,18,D000281,13.188.62.74,M093,1,47,0,181,1,8802.97,2024-11-04 08:10:34,-27790653.0,16,0,0,0,0,0,0.09315683719958155,0
TX000672,AC00372,986.81,2023-03-31 16:52:35,0,15,D000093,145.76.10.8,M039,2,68,0,127,1,14881.77,2024-11-04 08:09:09,-50426194.0,16,4,0,1,0,0,0.06630553317695563,0
TX000673,AC00497,8.37,2023-01-12 16:21:27,1,7,D000425,143.212.47.226,M011,0,63,2,135,1,1106.34,2024-11-04 08:11:23,-57167396.0,16,3,0,0,0,0,0.007558654071920096,0
TX000674,AC00130,197.49,2023-07-03 16:36:45,0,14,D000649,167.67.137.223,M007,2,53,2,30,1,5005.33,2024-11-04 08:06:40,-42305395.0,16,0,0,0,0,0,0.03944805875761286,0
TX000675,AC00034,637.97,2023-10-23 17:17:18,1,27,D000646,104.165.213.58,M066,1,58,2,90,1,7949.03,2024-11-04 08:07:56,-32626238.0,17,0,0,0,0,0,0.08024749592139904,0
TX000676,AC00286,13.52,2023-05-15 16:51:28,1,39,D000584,167.67.137.223,M001,0,26,3,65,1,259.77,2024-11-04 08:06:30,-46538102.0,16,0,0,0,0,0,0.051846454730222036,0
